sr,tender_number,title,description,ppra_category,reference,organization,location,status,advertised_date,closing_date,closing_time,detail_url,category,closing_dt,scraped_at
63,TS0000012413E,Hiring of Non-Consulting Services for Printing of Recording & Reporting Tools,ICT PHC health facilities,Printing,PK-NHSP FEDERAL-568084-NC-RFQ,"Ministry of National Health Services, Regulation & Coordination",Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012413E,Services,2026-09-15,2026-08-30T06:06:58.732314
64,TS0000012420E,Tender for Promotional Material for SIFC for FY 26-27,,Printing,04 (1) SIFC/ General/ Tender for Promotional Material,Prime Minister's Office,Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012420E,Goods/Supplies,2026-09-15,2026-08-30T06:06:58.732314
65,TS0000012422E,"Laying of OFC OSP Network for Deployment of Networking Infrastructure at NSDRA Offices, Mall of Islamabad","Laying of OFC OSP Network for Deployment of Networking Infrastructure at NSDRA Offices, Mall of Islamabad National Telecommunication Corporation (NTC),...",Info and Comm Tech,Dir Dev (North)/1285/NSDRA Office/OFC/ADV-01/2026-27,Ministry of IT and TeleCommunication,Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012422E,Construction/Works,2026-09-15,2026-08-30T06:06:58.732314
66,TS0000012424E,"Civil Works Construction of (05 Nos.) SMS, TBS at PRS Different locations Jhal Magsi Balochistan (As Per BOQ) (Under Single Stage Two Envelope Bidding Procedure) (Having Valid PEC Certificate Category C-6 or above having Specialization of CE-10, BC-01) (On Complete Package Basis.","Civil Works Construction of (05 Nos.) SMS, TBS at PRS Different locations Jhal Magsi Balochistan (As Per BOQ) (Under Single Stage Two Envelope Bidding Procedure) (Having Valid PEC Certificate Category C-6 or above having Specialization of CE-10, BC-01) (On Complete Package Basis. Civil Works Construction of (05 Nos.) SMS, TBS at...",Services,SSGC/SC/PT/EPADS2/14434,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 28, 2026","Sep 15, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012424E,Construction/Works,2026-09-15,2026-08-30T06:06:58.732314
67,TS0000010498E,Welding Fittings & Screwed Fittings,"Welding Fittings & Screwed Fittings, Qty: 498...",Miscellaneous,SNT-2332-26,Sui Northern Gas Pipelines Limited (SNGPL),Islamabad - Pakistan,PublishedCorrigendum,"Aug 28, 2026","Sep 15, 2026",02:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010498E,Other,2026-09-15,2026-08-30T06:06:58.732314
68,TS0000010502E,Corrosion Inhibitor Injection Skid,"Corrosion Inhibitor Injection Skid, Qty: 01 No.,...",Miscellaneous,SNT-2333/26,Sui Northern Gas Pipelines Limited (SNGPL),Islamabad - Pakistan,PublishedCorrigendum,"Aug 28, 2026","Sep 15, 2026",02:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010502E,Other,2026-09-15,2026-08-30T06:06:58.732314
69,TS0000012343E,Procurement of IT Equipment,The Public Procurement Regulatory Authority...,Equipments,P92089,Public Procurement Regulatory Authority (PPRA),Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012343E,IT/Technology,2026-09-14,2026-08-30T06:06:58.732314
70,TS0000012347E,WAPDA RASUL HPS PRD NO.059,RASUL HPS MANUFACTURING OF BRONZE/GUN METAL RING OF 04 NOS....,Miscellaneous,PRD(L)/WAPDA/059(2026-27),Water and Power Development Authority (WAPDA),Lahore - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012347E,Other,2026-09-14,2026-08-30T06:06:58.732314
71,TS0000012354E,Modem Module,Procurement of Modem Module We intend to procure Modem Module,Miscellaneous,FST/TE/053/26,Sui Northern Gas Pipelines Limited (SNGPL),Faisalabad - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",03:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012354E,Other,2026-09-14,2026-08-30T06:06:58.732314
72,TS0000012372E, Hiring of Vehicles Services on Rental Basis All Pakistan,,Vehicles,No. GS/16/2026,"Ministry of Planning, Development & Special Initiatives",Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012372E,Services,2026-09-14,2026-08-30T06:06:58.732314
73,TS0000012373E,Supply of Electronic/Electrical & Telecommunication Items/Equipment,,Electrical Items,NO. GS/ 18/2026,"Ministry of Planning, Development & Special Initiatives",Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012373E,IT/Technology,2026-09-14,2026-08-30T06:06:58.732314
74,TS0000012376E," Provision of Services for Payment of Online Services i.e. Software, License Fees, etc",,Services,NO. GS/19/2026,"Ministry of Planning, Development & Special Initiatives",Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012376E,IT/Technology,2026-09-14,2026-08-30T06:06:58.732314
75,TS0000012378E, Supply of Computer and IT Parts and Accessories,,Miscellaneous,No.GS/17/2026,"Ministry of Planning, Development & Special Initiatives",Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012378E,IT/Technology,2026-09-14,2026-08-30T06:06:58.732314
76,TS0000012380E,Sangfor Firewall License Renewal and End Point Security Solution,,Services,P99148,"Ministry of Planning, Development & Special Initiatives",Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012380E,Construction/Works,2026-09-14,2026-08-30T06:06:58.732314
77,TS0000012384E,REQUEST FOR PROPOSALS-Stationary & other Items,,Stationery,F. No.1-1/2026-27 (Admin),Ministry of Federal Education and Professional Training,Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012384E,Goods/Supplies,2026-09-14,2026-08-30T06:06:58.732314
78,TS0000012386E,"PROCUREMENT OF POWER DRIVEN TROLLEY, PROCUREMENT OF ITD QUAL SPARES","7885/IT-7714/26-27/GF/FOR-B/SCM Dte dated 25 Aug 2026, 7885/IT-7718/26-27/GF/FOR-B/SCM Dte dated 25 Aug 2026 PROCUREMENT OF POWER DRIVEN TROLLEY, PROCUREMENT...",Miscellaneous,"7885/IT-7714/26-27/GF/FOR-B/SCM Dte dated 25 Aug 2026, 7885/IT-7718/26-27/GF/FOR-B/SCM Dte dated 25 Aug 2026",Ministry of Defence Production,Taxila - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012386E,Energy/Utilities,2026-09-14,2026-08-30T06:06:58.732314
79,TS0000012394E,Tender for Repair/ Maintenance of Miscelleneous Items,Tender for Repair/ Maintenance of Miscelleneous Items Tender for Repair/ Maintenance of Mechinery &...,Repair/Maintenance,119/IT/Lhr/2,Ministry of Interior and Narcotics Control,Rawalpindi - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012394E,Services,2026-09-14,2026-08-30T06:06:58.732314
80,TS0000012405E,Procurement Of Sling Chain For Channel Buoys In Quantity Of 15 Sets Required For Port Department,Procurement Of Sling Chain For Channel Buoys In...,Miscellaneous,P-101557,Ministry of Maritime Affairs,Karachi - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012405E,Goods/Supplies,2026-09-14,2026-08-30T06:06:58.732314
81,TS0000012409E,Revamp of Gas Control Room / Centralized Control Room (CCR) at Transmission Building-Karachi Terminal-KT (As Per BOQ) (Under Single Stage One Envelope Bidding Procedure) (Having Valid PEC Certificate Category C-6 or above) (On Complete Package Basis).,Revamp of Gas Control Room / Centralized Control Room (CCR) at Transmission Building-Karachi Terminal-KT (As Per BOQ) (Under Single Stage One Envelope Bidding Procedure) (Having Valid PEC Certificate Category C-6 or above) (On Complete Package Basis). Revamp of Gas Control Room / Centralized Control...,Services,SSGC/SC/PT/EPADS2/14429,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012409E,Construction/Works,2026-09-14,2026-08-30T06:06:58.732314
82,TS0000012412E,Installation of Deep Well Ground Bed (06-Nos.) at Distribution Karachi Central Region (As Per BOQ) (As Per BOQ) (Under Single Stage One Envelope Bidding Procedure) (Having Valid PEC Certificate Category C-6 or above) (On Complete Package Basis).,Installation of Deep Well Ground Bed (06-Nos.) at Distribution Karachi Central Region (As Per BOQ) (As Per BOQ) (Under Single Stage One Envelope Bidding Procedure) (Having Valid PEC Certificate Category C-6 or above) (On Complete Package Basis). Installation of Deep Well Ground Bed (06-Nos.) at...,Services,SSGC/SC/PT/EPADS2/14430,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012412E,Services,2026-09-14,2026-08-30T06:06:58.732314
83,TS0000012415E,Civil Works Construction of Telecom Building (G+1) at Repeater Station Kot Diji (As Per BOQ/Criteria) (Under Single Stage Two Envelope Bidding Procedure) (Having Valid PEC Certificate Category C-6 or above with sub-category (CE-10) (On Complete Package Basis).,Civil Works Construction of Telecom Building (G+1) at Repeater Station Kot Diji (As Per BOQ/Criteria) (Under Single Stage Two Envelope Bidding Procedure) (Having Valid PEC Certificate Category C-6 or above with sub-category (CE-10) (On Complete Package Basis). Civil Works Construction of Telecom Building...,Services,SSGC/SC/PT/EPADS2/14416,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012415E,Construction/Works,2026-09-14,2026-08-30T06:06:58.732314
84,TS0000012425E,PREQUALIFICATION OF FIRMS UNDER OPEN FRAMEWORK AGREEMENT GROUP HEALTH INSURANCE SERVICES FOR AIR UNIVERSITY EMPLOYEES,PREQUALIFICATION OF FIRMS UNDER OPEN FRAMEWORK...,Health/Medicines,IBD/AU/HR/027/2026,Higher Education Commission (HEC),Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012425E,Medical/Health,2026-09-14,2026-08-30T06:06:58.732314
85,TS0000012426E,Civil Works,"Construction of 05 No. CPS Solar Rooms at: 08"" & 12"" Dia.Jhal Magsi Project (KMP-25 & KMP-75), QPL HQ Sibi Section (KMP-145, KMP-178) & QPL HQ, Quetta (KMP-272 Bibi Nani) (As Per BOQ/Criteria) (Having Valid PEC Certificate Category C-6 Or above Having specialization of CE-08 & CE-10) (Under Single Stage Two Envelope Bidding Procedure) (On Complete Package Basis). Civil Works Construction of 05 No. CPS Solar Rooms at: 08"" & 12"" Dia.Jhal Magsi Project (KMP-25 & KMP-75), QPL HQ Sibi Section (KMP-145, KMP-178) & QPL HQ, Quetta (KMP-272 Bibi Nani) (As Per BOQ/Criteria) (Having Valid PEC Certificate Category C-6 Or above Having specialization of CE-08 & CE-10) (Under Single Stage Two Envelope Bidding Procedure) (On Complete Package Basis). Civil Works Construction of 05 No. CPS Solar...",Services,SSGC/SC/PT/EPADS2/14433,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012426E,Construction/Works,2026-09-14,2026-08-30T06:06:58.732314
86,TS0000012427E,"RENOVATION OF LABORATORIES IN EDUCATIONAL INSTITUTIONS OF FDE, ISLAMABAD",,Civil Works,P100417,Ministry of Federal Education and Professional Training,Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",02:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012427E,Construction/Works,2026-09-14,2026-08-30T06:06:58.732314
87,TS0000012432E,Annual Repair / Maintenance Works 2026-27,Walton Cantonment Board being procuring entity...,Civil Works,P103519,Ministry of Defence,Lahore - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012432E,Construction/Works,2026-09-14,2026-08-30T06:06:58.732314
88,TS0000010411E,Procurement of NBP website hosting & DDOS Protection Services,The National Bank of Pakistan (NBP) requires...,Services,P62807,National Bank of Pakistan (NBP),Karachi - Pakistan,PublishedCorrigendum,"Aug 28, 2026","Sep 14, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010411E,Services,2026-09-14,2026-08-30T06:06:58.732314
89,TS0000012274E,PROCUREMENT OF MISC SPARES AND GOODS,NORMAL TENDER Tender bulletin of Misc spares / goods of items...,Miscellaneous,CLP/IT/1187,Ministry of Defence,Karachi. - Pakistan,Published,"Aug 28, 2026","Sep 14, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012274E,Goods/Supplies,2026-09-14,2026-08-30T06:06:58.732314
90,TS0000012353E,Procurement of Assorted Election Material for the conduct of upcoming LG Elections Punjab,"E-bidding documents, containing detailed terms...",Miscellaneous,P95461,Election Commission of Pakistan,Lahore - Pakistan,Published,"Aug 28, 2026","Sep 12, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012353E,Goods/Supplies,2026-09-12,2026-08-30T06:06:58.732314
91,TS0000012398E,Purchase of Stationery Items for FY 2026–27,"Procurement of Stationery Items for FY 2026-27 through Competitive Bidding. Detailed bidding documents, specifications, terms and conditions, and submission requirements are available on EPADS v2.0 for registered bidders. Procurement of stationery items for FY 2026-27...",Stationery,P92200,Pakistan Military Accounts (MAG),Rawalpindi - Pakistan,Published,"Aug 28, 2026","Sep 12, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012398E,Goods/Supplies,2026-09-12,2026-08-30T06:06:58.732314
92,TS0000012408E,"Services for Repair Work, Paints and Graphics of Dispensing Unit, Lube Rack and Dustbin at NVROs-Sukkur Division.",,Consumable Items,RC-19939-SJ,Pakistan State Oil (PSO),Karachi - Pakistan,Published,"Aug 28, 2026","Sep 12, 2026",02:15 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012408E,Services,2026-09-12,2026-08-30T06:06:58.732314
93,TS0000012411E,Internet Payment Gateway Services,,Services,CRZ-0015-SJ,Pakistan State Oil (PSO),Karachi - Pakistan,Published,"Aug 28, 2026","Sep 12, 2026",02:15 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012411E,Services,2026-09-12,2026-08-30T06:06:58.732314
94,TS0000012419E,Tender for Provision of Catering Services for SIFCD for FY 26-27,,Food Items,04 (1) SIFCD/ General/ Catering Services,Prime Minister's Office,Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 12, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012419E,Services,2026-09-12,2026-08-30T06:06:58.732314
95,TS0000012423E,Purchase of Miscellaneous Items,Headquarters  national strategic command (NSC) for purchase of miscellaneous items for financial year 2026-27 Headquarters national strategic command (NSC) for...,Services,No.HQ NSC/Fin / 401/Gen,Ministry of Defence,Rawalpindi - Pakistan,Published,"Aug 28, 2026","Sep 12, 2026",10:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012423E,Services,2026-09-12,2026-08-30T06:06:58.732314
96,TS0000012429E,Construction / Left Over Work / Provision / Installation of Residential / Non Residential / Services / Facilities & Consultancy Services (Design / RE Supervision) for Certain Works at DCI Islamabad,"The applications for Pre-Qualification & Biddings from the firms / contractors enlisted with MES are invited by the DW&CE (DCI). Firms not enlisted with MES, will attach 2% earnest money of the contract cost in shape of CDR / Defence Saving Certificates duly pledged in favour of DW&CE (DCI) Islamabad. The bidding documents will be issued to qualified Contractors only. Applications will be received from 28 Aug 2026 onward till 10 Sep 2026. The sealed bids will be received in the office of DW&CE (DCI) Islamabad uptill 1230 hrs dated 11 Sep 2026 and will be opened on the same date at 1400 hrs in the presence of authorized reps of firms. All bids received shall be opened and evaluated...",Civil Works,14/600/PPRA/E6,Ministry of Defence,Islamabad - Pakistan,Published,"Aug 28, 2026","Sep 12, 2026",12:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012429E,Construction/Works,2026-09-12,2026-08-30T06:06:58.732314
97,TS0000012238E,"Procurement of Tyres, Tubes & Batteries","Procurement of Tyres, Tubes & Batteries",Vehicles,IT No. 05,Pakistan Army,Quetta - Pakistan,Published,"Aug 28, 2026","Sep 12, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012238E,Defence/Military,2026-09-12,2026-08-30T06:06:58.732314
98,TS0000010848E,"PROCUREMENT OF MACHINERY, UPGRADATION OF AIR COMPRESSOR TEST BENCH","4756/IT-7165/2026-26/HRF(T)/FOR(B)/SCM dated  31 Jul 2026, 4756/IT-7166/2026-26/HRF(T)/FOR(B)/SCM dated 31 Jul 2026 PROCUREMENT OF MACHINERY, UPGRADATION OF AIR...",Mechanical/Machinery,"4756/IT-7165/2026-26/HRF(T)/FOR(B)/SCM dated 31 Jul 2026, 4756/IT-7166/2026-26/HRF(T)/FOR(B)/SCM dated 31 Jul 2026",Ministry of Defence Production,Taxila - Pakistan,PublishedCorrigendum,"Aug 28, 2026","Sep 11, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010848E,Goods/Supplies,2026-09-11,2026-08-30T06:06:58.732314
99,TS0000012263E,Hiring of office building for Zonal Office Gambat,Hiring of office building for Zonal Office Gambat Hiring of office building for Zonal Office Gambat,Services,HR&A/SUK/10/2026,State Life Insurance Corporation of Pakistan,Sukkur - Pakistan,PublishedCorrigendum,"Aug 28, 2026","Sep 11, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012263E,Construction/Works,2026-09-11,2026-08-30T06:06:58.732314
100,TS0000010844E,Procurement of Tooling Items,0446/2026-27/IT-6203/FOR-A/DESCOM/SCM dated 03 Aug 2026 Procurement of Tooling Items,Equipments,0446/2026-27/IT-6203/FOR-A/DESCOM/SCM dated 03 Aug 2026,Ministry of Defence Production,Taxila - Pakistan,PublishedCorrigendum,"Aug 28, 2026","Sep 09, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010844E,Goods/Supplies,2026-09-09,2026-08-30T06:06:58.732314
101,TS0000010423E,"Procurement of Barrel Honing Machine , Procurement of Spares for Rebuild of 139 x Engine","5081/26-27/IT-6101/HRF(T)/FOR(A)/SCM dated 24 Jul 2026, 5081/26-27/IT-6103/HRF(T)/FOR(A)/SCM dated 24 July 2026 Procurement of Barrel Honing Machine ,...",Mechanical/Machinery,"5081/26-27/IT-6101/HRF(T)/FOR(A)/SCM dated 24 Jul 2026, 5081/26-27/IT-6103/HRF(T)/FOR(A)/SCM dated 24 July 2026",Ministry of Defence Production,Taxila - Pakistan,PublishedCorrigendum,"Aug 28, 2026","Sep 08, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010423E,Goods/Supplies,2026-09-08,2026-08-30T06:06:58.732314
102,TS0000010702E,"Renovation, Interior Fit-Out, Furniture & Fixtures, and Allied Works for PRAL New Head Office Building in Turnkey Basis","Renovation, Interior Fit-Out, Furniture & Fixtures, and Allied Works for PRAL New Head Office Building in Turnkey Basis Renovation, Interior Fit-Out, Furniture &...",Equipments,P-48/2026,Ministry of Finance,Islamabad - Pakistan,PublishedCorrigendum,"Aug 28, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010702E,Construction/Works,2026-09-08,2026-08-30T06:06:58.732314
